airfoil,camber,camber_pos,thickness,t_over_c,Re,CL_max,alpha_CL_max,CD_min,LD_max,CL_at_LD_max,alpha_at_LD_max,CM_at_zero_lift
naca1212,1,2,12,0.12,1700000.0,1.2420790992891535,10.0,0.00527886136643026,105.60619975706477,0.9202391404838477,6.5,-0.018539907546900287
naca1212,1,2,12,0.12,3000000.0,1.2522259350566936,10.0,0.005238046259059617,115.42131067869757,0.9710286857247089,7.0,-0.01814257454662643
naca1212,1,2,12,0.12,5000000.0,1.2577281608778113,10.0,0.00518982332438151,126.284762801729,1.030850006102827,7.5,-0.018278915388518932
naca1212,1,2,12,0.12,10000000.0,1.2622134239487142,10.0,0.005117006157788772,140.70518697613267,1.039153129022333,7.5,-0.01873835353645891
naca1212,1,2,12,0.12,17000000.0,1.2657294899878526,10.0,0.005084224441153622,149.84477827133185,1.0478536022120535,7.5,-0.018713228832630782
naca1214,1,2,14,0.14,1700000.0,1.3046545825447278,10.5,0.005801693625041628,108.59626660466665,0.975652180076897,7.0,-0.017964732835406387
naca1214,1,2,14,0.14,3000000.0,1.3088828529110925,10.5,0.005613076704611926,119.06125347867048,0.9673564549572096,7.0,-0.017631845701545527
naca1214,1,2,14,0.14,5000000.0,1.3095051806930647,10.5,0.005487742328082797,128.5131551535821,1.0323071046746546,7.5,-0.017688407398789678
naca1214,1,2,14,0.14,10000000.0,1.308878329991885,10.5,0.00533653749630572,141.6294332513526,1.1059011679867221,8.0,-0.018391251749165245
naca1214,1,2,14,0.14,17000000.0,1.3082882546477208,10.5,0.005276524416924327,149.93519912424676,1.11487902442728,8.0,-0.01832039346682221
naca1215,1,2,15,0.15,1700000.0,1.3310548587207296,10.5,0.006035119955368519,109.53064599521684,1.033187710538075,7.5,-0.017653466398864035
naca1215,1,2,15,0.15,3000000.0,1.3361719162931744,10.5,0.005782411402717365,120.47883280669086,1.0265971059778765,7.5,-0.017368498277809855
naca1215,1,2,15,0.15,5000000.0,1.3367256717735563,10.5,0.0056309142470506645,129.43192531469964,1.0927223843629088,8.0,-0.01738514650364219
naca1215,1,2,15,0.15,10000000.0,1.3394074619934102,10.5,0.005449681401445111,141.8195672406237,1.1094001976205339,8.0,-0.01817228984865535
naca1215,1,2,15,0.15,17000000.0,1.3417627701865944,10.5,0.005373445895394756,149.58957697973136,1.1173282157610167,8.0,-0.01809770442268908
naca1216,1,2,16,0.16,1700000.0,1.3716490595744315,11.0,0.006261451944786378,109.80208135187513,1.0882313727256232,8.0,-0.017085556759679012
naca1216,1,2,16,0.16,3000000.0,1.381492004973177,11.0,0.005940993260925024,122.23336313234522,1.0841012114300976,8.0,-0.016836612386810678
naca1216,1,2,16,0.16,5000000.0,1.3839868637035062,11.0,0.005740029476395877,132.43133683915474,1.0948011851436112,8.0,-0.01680378276742628
naca1216,1,2,16,0.16,10000000.0,1.3850774572222573,11.0,0.005534497970633971,145.06142956045213,1.1700657470187341,8.5,-0.01754795857769284
naca1216,1,2,16,0.16,17000000.0,1.3833679915970551,11.0,0.005457152651828462,152.74005063753765,1.1791822738676352,8.5,-0.017488221451604703
naca1217,1,2,17,0.17,1700000.0,1.3935718282497975,11.5,0.0064786739022209315,109.48619462816681,1.1414405301886839,8.5,-0.016739268411705362
naca1217,1,2,17,0.17,3000000.0,1.4061462569298684,11.5,0.006108336902802661,122.50948715250604,1.082148278246953,8.0,-0.01653393790715242
naca1217,1,2,17,0.17,5000000.0,1.410559480654625,11.5,0.005878947717579329,132.9084594554718,1.1530536260738409,8.5,-0.016504847231233563
naca1217,1,2,17,0.17,10000000.0,1.4110857164684787,11.5,0.005639816048068953,144.93813127543635,1.1718205870250225,8.5,-0.017237316425432078
naca1217,1,2,17,0.17,17000000.0,1.4161922435522871,11.0,0.005547665260144218,152.473741747305,1.1805828250013106,8.5,-0.017234969207285206
naca1218,1,2,18,0.18,1700000.0,1.406965456470351,12.0,0.006692076640643909,108.70370138678182,1.1296004306067566,8.5,-0.01638975859328552
naca1218,1,2,18,0.18,3000000.0,1.4223441615598178,12.0,0.006274461859596164,122.53853694207493,1.1362323985710758,8.5,-0.01622096250097535
naca1218,1,2,18,0.18,5000000.0,1.4297635926358683,11.5,0.006018020652607181,132.97728159213548,1.1541735004578295,8.5,-0.016205478011465973
naca1218,1,2,18,0.18,10000000.0,1.4419115217105791,11.5,0.005747568508261621,144.52962579283206,1.2298930417130294,9.0,-0.01690581219700766
naca1218,1,2,18,0.18,17000000.0,1.4471458766056582,11.5,0.0056403111084611665,152.2159015681129,1.2402638642004329,9.0,-0.016969216562971328
naca1410,1,4,10,0.1,1700000.0,1.153585840250404,9.0,0.004601365552634891,97.03824615314728,0.9250323590652719,6.5,-0.029306076148534574
naca1410,1,4,10,0.1,3000000.0,1.169221201401217,9.0,0.004674787361076412,109.42141894469927,0.925178991035071,6.5,-0.028842527826990597
naca1410,1,4,10,0.1,5000000.0,1.179147458774472,9.5,0.004855821903961168,121.11213135770937,0.9836454858750855,7.0,-0.028611021328771975
naca1410,1,4,10,0.1,10000000.0,1.1873357811818988,9.5,0.00497275672986377,136.86571422350883,0.9864913032739235,7.0,-0.028581599931486863
naca1410,1,4,10,0.1,17000000.0,1.1914527297855577,9.0,0.004951132941256737,147.7832060781987,0.994655643113549,7.0,-0.02889379236169086
naca1412,1,4,12,0.12,1700000.0,1.2162676656518243,9.5,0.005216341004030172,101.00247382539574,0.9894677119423712,7.0,-0.028879427975889514
naca1412,1,4,12,0.12,3000000.0,1.2282707998719598,9.5,0.005137489854664995,113.03966174495739,0.9838884250008308,7.0,-0.028451716663744454
naca1412,1,4,12,0.12,5000000.0,1.233758217431379,9.5,0.005163268124483789,124.5574156824975,0.9822923400726081,7.0,-0.02832527836901267
naca1412,1,4,12,0.12,10000000.0,1.238280593221214,9.5,0.00514583170601493,139.22916782595883,0.9926555555719968,7.0,-0.028363666957986654
naca1412,1,4,12,0.12,17000000.0,1.2436511307356604,9.5,0.005094042272021933,147.90824591390586,1.0604543655212488,7.5,-0.02855827799298768
naca1414,1,4,14,0.14,1700000.0,1.2808239275214288,10.0,0.005755111845507511,102.73994347338694,1.0467018457360346,7.5,-0.0285587214967789
naca1414,1,4,14,0.14,3000000.0,1.2895394875729986,10.0,0.005571030500479366,114.7749886637367,1.0386300720344424,7.5,-0.02812996395719229
naca1414,1,4,14,0.14,5000000.0,1.2915824948351486,10.0,0.005456648157623322,126.22638260773188,1.042196526667708,7.5,-0.028116271786641056
naca1414,1,4,14,0.14,10000000.0,1.2929283706438601,10.0,0.00533675382084343,140.30559675959506,1.0587533865863181,7.5,-0.02832811899514813
naca1414,1,4,14,0.14,17000000.0,1.2956489004592007,10.0,0.005256187446322933,148.20282240802595,1.1270975498844833,8.0,-0.02842641604904179
naca1415,1,4,15,0.15,1700000.0,1.3148704929215513,10.5,0.006005973340210336,103.58069298428836,0.978902427047144,7.0,-0.02836260508122915
naca1415,1,4,15,0.15,3000000.0,1.3227002944969326,10.5,0.0057706270036616955,115.36078239031566,1.095789428542579,8.0,-0.027951078850981383
naca1415,1,4,15,0.15,5000000.0,1.3243904316158155,10.5,0.005601671771785129,126.83699651376828,1.1013847616339774,8.0,-0.027981082866549115
naca1415,1,4,15,0.15,10000000.0,1.323533887851852,10.5,0.005435551948380471,140.73950205858924,1.1200010103730798,8.0,-0.0282819346696027
